ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINNING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI147497-05,RPGs - Non SBIR/STTR,10762420,"AINSLIE, KRISTY M",8299299,Optimizing a Universal Influenza Subunit Nano/Microparticulate Vaccine,PHARMACOENGINEERING AND MOLEC PHARMACEUTICS,PHARMACOLOGY,SCHOOLS OF PHARMACY,"$487,105","$66,331","$553,436",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,12/5/23,PA-18-859
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DK121014-05,RPGs - Non SBIR/STTR,10762426,"O'BRIEN, LORI L",11449089,Trophic interactions directing proper kidney development,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$211,200","$111,492","$322,692",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/18/23,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DA055656-03,RPGs - Non SBIR/STTR,10763400,"ROTH, BRYAN L.",1884515,STRUCTURE AND FUNCTION OF MRG-FAMILY RECEPTORS,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$433,936","$129,511","$563,447",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/11/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K08AI168569-03,Other Research-Related,10763375,"MARKMANN, ALENA JANDA",10283580,Defining Molecular Epitopes of Protective Antibodies to Flaviviruses,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$180,773","$14,462","$195,235",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/5/24,PA-20-203
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM139514-04,RPGs - Non SBIR/STTR,10762955,"FRYE, STEPHEN VERNON",9485310,PROBING ALLOSTERY IN METHYL-LYSINE READER DOMAINS,CHEMICAL BIOLOGY AND MEDICINAL CHEMISTRY,PHARMACOLOGY,SCHOOLS OF PHARMACY,"$278,000","$147,839","$425,839",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,12/20/23,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23DC020244-03,Other Research-Related,10763859,"BYOM, LINDSEY JACQUELYN",10850778,Development and Evaluation of a Clinical Assessment Tool of TBI-Related Social Communication,ALLIED HEALTH SCIENCES,OTHER HEALTH PROFESSIONS,SCHOOLS OF MEDICINE,"$128,688","$10,295","$138,983",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/25/24,PA-20-205
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MH112205-08,RPGs - Non SBIR/STTR,10763838,"ROTH, BRYAN L.",1884515,Molecular Details of Psychoactive Drug Actions,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$432,250","$173,311","$605,561",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/4/23,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL163262-02,RPGs - Non SBIR/STTR,10763429,"GRAFF, MARIAELISA",10294512,Leveraging Hispanic/Latino diversity to map and characterize cardiovascular disease loci,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$671,227","$34,325","$705,552",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,2/1/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI153523-04,RPGs - Non SBIR/STTR,10763801,"MATUTE, DANIEL",11253090,The evolution of virulence in the fungal pathogen Histoplasma,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$409,400","$227,217","$636,617",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/31/24,PA-19-082
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5D43TW010060-10,Other Research-Related,10764216,"HOSSEINIPOUR, MINA CHRISTINE",6414614,Malawi HIV Implementation Research Scientist Training Program (M-HIRST),MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$280,395","$14,637","$295,032",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/2/24,PAR-19-283
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U01AG071450-04,RPGs - Non SBIR/STTR,10764268,"HUMMER, ROBERT A",1885771,National Longitudinal Study of Adolescent to Adult Health (Add Health): Wave VI Cognition and Early Risk Factors for Dementia Project,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$6,797,547","$939,388","$5,737,400",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,12/27/23,RFA-AG-21-008
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL163602-02,RPGs - Non SBIR/STTR,10764304,"OKUDA, KENICHI",78156155,Mucociliary innate defense mechanism in the human distal airway,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$367,377","$203,894","$571,271",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/8/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R03CA267327-02,RPGs - Non SBIR/STTR,10766227,"ANDERSON, CHELSEA",15104575,Claims-based measures of care coordination and long-term health among older women with endometrial cancer,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$50,000","$27,750","$77,750",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,11/21/23,PAR-20-052
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL140067-07,RPGs - Non SBIR/STTR,10766274,"JENSEN, BRIAN C",9612494,Metabolic mechanisms of cardioprotection through alpha-1A adrenergic receptor activation,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$374,237","$162,695","$536,932",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/24/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DK128174-03,RPGs - Non SBIR/STTR,10766677,"WILLIS, ERIK A",15971253,My weight-their weight: eHealth intervention for managing obesity in child care settings,CENTER FOR HEALTH PROMOTION AND DISEASE PREVENTION,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$407,046","$212,273","$619,319",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,ORGANIZED RESEARCH UNITS,1/18/24,PA-20-183
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R37AI053531-21,RPGs - Non SBIR/STTR,10766674,"CAMERON, CRAIG E.",1870596,Picornavirus Genome Replication,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$346,000","$188,015","$534,015",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/18/24,PA-16-160
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R37CA277778-03,RPGs - Non SBIR/STTR,10766209,"THOMPSON, TESS",14673395,Dyadic Analysis of Unmet Social Needs Among Breast and Gynecologic Patients and Their Informal Caregivers,NONE,NONE,SCHOOLS OF MEDICINE,"$217,312","$120,609","$337,921",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/4/23,PAR-21-281
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AG075884-03,RPGs - Non SBIR/STTR,10766210,"RAFFIELD, LAURA M",14299235,Immune Cells in Alzheimer’s Disease and Related Dementias in the Jackson Heart Study,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$627,641","$130,035","$757,676",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/21/23,PAR-19-070
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI147849-05,RPGs - Non SBIR/STTR,10764793,"SWANSTROM, RONALD I",1870560,Formation of the HIV-1 Latent Reservoir,BIOCHEMISTRY AND BIOPHYSICS,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$448,117","$120,388","$568,505",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/25/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL155193-04,RPGs - Non SBIR/STTR,10764795,"SPARKENBAUGH, ERICA M",11455784,Biased PAR1 Agonism in Sickle Cell Disease,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$250,000","$138,750","$388,750",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/10/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R35GM130312-06,RPGs - Non SBIR/STTR,10764475,"BEAR, JAMES E",1922923,Systematic Analysis of the Actin Cytoskeleton and Directed Cell Migration,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$384,204","$204,126","$588,330",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,4/4/24,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R35GM128645-06,RPGs - Non SBIR/STTR,10764606,"PHANSTIEL, DOUGLAS H.",10998547,Mechanisms and impacts of chromatin looping,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$297,000","$159,600","$456,600",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/18/23,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R35GM152103-01,RPGs - Non SBIR/STTR,10764472,"DOWEN, JILL",10725981,The role of genome folding in regulating gene expression and chromatin state,BIOCHEMISTRY AND BIOPHYSICS,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$270,000","$144,455","$414,455",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/14/23,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1R35GM152079-01,RPGs - Non SBIR/STTR,10765179,"REDINBO, MATTHEW R",7879508,Gut Microbial Enzymes and Human Disease,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$403,006","$162,074","$565,080",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,1/31/24,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2R35GM128697-06,RPGs - Non SBIR/STTR,10765243,"LOCKETT, MATTHEW RYEN",12037208,Paper-based cultures supporting tissue-like structures for biochemical studies of oxygen gradients and screening applications,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$250,000","$118,474","$368,474",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,8/8/24,PAR-22-180
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5U01AG071448-04,RPGs - Non SBIR/STTR,10771119,"HUMMER, ROBERT A",1885771,National Longitudinal Study of Adolescent to Adult Health (Add Health): Wave VI Core Project,SOCIOLOGY,SOCIAL SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$5,712,263","$1,871,368","$5,511,491",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,1/30/24,RFA-AG-21-008
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01EY033907-02,RPGs - Non SBIR/STTR,10770578,"GOWER, EMILY W",3096993,Characterizing Vision Impairment and Its Impact on Independence in Older Adults,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$531,040","$171,539","$702,579",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,1/25/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL161373-03,RPGs - Non SBIR/STTR,10771114,"VALLE, CARMINA G",9801094,A micro-randomized trial of JITAI messaging to improve adherence to multiple weight loss behaviors in young adults,NUTRITION,NUTRITION,SCHOOLS OF PUBLIC HEALTH,"$461,736","$249,859","$711,595",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,12/14/23,PA-18-722
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F31HL156464-04,Training - Individual,10770411,"ZIKRY, TAREK",16406292,Deep learning models to predict primitive streak formation in human development,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$40,488",,"$40,488",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/8/24,PA-19-195
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R25HG012219-03,Other Research-Related,10770430,"IDERAABDULLAH, FOLAMI Y",9225494,Educational Pathways to increase Diversity in Genomics (EDGE) at UNC Chapel Hill,GENETICS,GENETICS,SCHOOLS OF MEDICINE,"$297,300","$23,784","$321,084",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/7/24,PAR-19-380
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01CA269974-03,RPGs - Non SBIR/STTR,10769716,"HINGTGEN, SHAWN",10769115,Harnessing Continuous Liquid Interface 3D Printing to Improve Tumor-homing Stem Cell Therapy for Post-surgical Brain Cancer,PHARMACOENGINEERING AND MOLEC PHARMACEUTICS,PHARMACOLOGY,SCHOOLS OF PHARMACY,"$309,970","$99,816","$409,786",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,1/12/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,2T32GM008450-31,Training - Institutional,10769111,"CAIRNS, BRUCE A",1922662,Trauma Research Fellowship,SURGERY,SURGERY,SCHOOLS OF MEDICINE,"$190,040","$12,163","$202,203",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,5/27/24,PA-20-142
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AR077591-04,RPGs - Non SBIR/STTR,10769874,"WILLIAMS, SCOTT E",6406619,Intrinsic and extrinsic spindle orientation mechanisms in mammalian epidermis,PATHOLOGY AND LAB MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$213,400","$115,871","$329,271",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/5/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01LM013606-04,RPGs - Non SBIR/STTR,10769788,"KHAIRAT, SAIF",12102414,Improving Providers’ Decision-Making and Reducing Information Overload Using Information Visualization in Electronic Health Records,NONE,NONE,SCHOOLS OF NURSING,"$232,110","$99,538","$331,648",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF NURSING,2/29/24,PAR-18-896
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23MD015719-04,Other Research-Related,10767167,"HIRSCHEY, RACHEL",12160000,Physical activity intervention co-created and pilot tested with African American Colorectal Cancer Survivors,NONE,NONE,SCHOOLS OF NURSING,"$147,113","$11,769","$158,882",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF NURSING,1/23/24,PA-19-118
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F31MH130152-02,Training - Individual,10767111,"CASCONE, ARIANNA DAME",77779840,Categorical and dimensional investigations of dynamic functional connectivity and behavior during response inhibition in children with and without ADHD,NEUROSCIENCE CENTER,OTHER BASIC SCIENCES,SCHOOLS OF MEDICINE,"$4,462",,"$4,462",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,3/5/24,PA-21-052
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K24AI134990-07,Other Research-Related,10767344,"JULIANO, JONATHAN J",9763229,Mentoring in Translational Malaria Genomics,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$160,390","$12,551","$172,941",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/7/23,PA-20-186
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM144238-03,RPGs - Non SBIR/STTR,10767895,"MADDOX, AMY SHAUB",11117937,Mechanisms of cell shape change in cytokinesis,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$250,000","$132,446","$382,446",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,1/17/24,PAR-19-367
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01ES031635-05,RPGs - Non SBIR/STTR,10767946,"GRIFFITH, JACK D",1876826,R-loops at the telomere as a toxic source of genomic instability,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$222,156","$115,041","$337,197",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/5/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5P30CA016086-48,Research Centers,10767776,"EARP, H. SHELTON",6477317,Cancer Center Support Grant,LINEBERGER COMPREHENSIVE CANCER CENTER,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$5,033,836","$2,793,779","$7,827,615",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/4/23,PAR-20-043
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,1T32GM152316-01,Training - Institutional,10768090,"DESHMUKH, MOHANISH P",6721519,UNC Medical Scientist Training Program,CELL BIOLOGY AND PHYSIOLOGY,PHYSIOLOGY,SCHOOLS OF MEDICINE,"$1,202,754","$55,900","$1,258,654",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,6/12/24,PAR-21-189
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01MH128238-03,RPGs - Non SBIR/STTR,10756973,"DICHTER, GABRIEL S",6250612,Examining the Effects of Estradiol on Neural and Molecular Response to Rewards in Perimenopausal-Onset Anhedonia and Psychosis,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$483,172","$261,759","$744,931",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/18/23,RFA-MH-21-105
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R35GM134838-05,RPGs - Non SBIR/STTR,10757671,"GOLDSTEIN, ROBERT P",1919168,C. elegans gastrulation: A model for understanding apical constriction mechanisms,BIOLOGY,BIOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$83,333","$42,460","$125,793",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF ARTS AND SCIENCES,11/28/23,PAR-17-094
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01CA276663-02,RPGs - Non SBIR/STTR,10757436,"DAVIS, IAN J",1951105,Developmental control of chromatin states in cancer,PEDIATRICS,PEDIATRICS,SCHOOLS OF MEDICINE,"$285,653","$128,859","$414,512",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/5/23,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01NS116019-04,RPGs - Non SBIR/STTR,10756097,"MCCOWN, THOMAS J.",1958730,AAV capsid-promoter interactions determines CNS cell selective gene expression in vivo,PSYCHIATRY,PSYCHIATRY,SCHOOLS OF MEDICINE,"$242,500","$134,588","$377,088",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/28/23,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5K23HL157765-03,Other Research-Related,10756075,"MODY, GITA NATWAR",10309213,Improving Thoracic Surgical Care using electronic Patient-Reported Outcomes (ePROs),SURGERY,SURGERY,SCHOOLS OF MEDICINE,"$187,182","$14,975","$202,157",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/9/24,PA-20-206
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01CA247436-04,RPGs - Non SBIR/STTR,10756101,"DOTTI, GIANPIETRO",8141432,Tuning CAR-T cell function,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$303,629","$168,514","$472,143",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/5/24,PA-19-056
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL049277-32,RPGs - Non SBIR/STTR,10756454,"MAEDA, NOBUYO",1861140,Animal Models for Studying the Genetics of Complex Diseases,PATHOLOGY AND LAB MEDICINE,PATHOLOGY,SCHOOLS OF MEDICINE,"$489,992","$265,541","$755,533",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,1/22/24,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01HL163352-02,RPGs - Non SBIR/STTR,10756550,"NEHER, SASKIA",9743728,Lipoprotein Lipase Through the Secretory System,BIOCHEMISTRY AND BIOPHYSICS,BIOCHEMISTRY,SCHOOLS OF MEDICINE,"$250,000","$131,519","$381,519",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,11/13/23,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5F31NR019928-03,Training - Individual,10758790,"BERNHARDT, ELISABETH",16167468,Exploring a Risk Phenotype for Maternal Distress Characterized by Regulatory Focus,NONE,NONE,ORGANIZED RESEARCH UNITS,"$12,655",,"$12,655",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,ORGANIZED RESEARCH UNITS,12/12/23,PA-21-051
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01AI167099-02,RPGs - Non SBIR/STTR,10758957,"AINSLIE, KRISTY M",8299299,"Mechanistic evaluation of mast cell agonists combined with TLR, NOD and STING agonists.",NONE,NONE,SCHOOLS OF PHARMACY,"$432,926","$185,271","$618,197",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PHARMACY,12/13/23,PA-20-185
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5P60AA011605-27,Research Centers,10758581,"KASH, THOMAS L.",7551787,Molecular and Circuit Pathogenesis of Alcohol Use Disorders,PHARMACOLOGY,PHARMACOLOGY,SCHOOLS OF MEDICINE,"$1,125,001","$624,376","$1,749,377",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,12/6/23,RFA-AA-21-006
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01DK132367-02,RPGs - Non SBIR/STTR,10758574,"FLYTHE, JENNIFER E",10673950,A Hybrid Type 1 Effectiveness-Implementation Study of Education Strategies for Vascular Access Creation in Advanced Kidney Disease,MEDICINE,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,"$580,616","$73,493","$654,109",4,CHAPEL HILL,NORTH CAROLINA,27599,Y,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF MEDICINE,2/6/24,PAR-19-274
UNIV OF NORTH CAROLINA CHAPEL HILL,578206,5R01GM140564-05,RPGs - Non SBIR/STTR,10757929,"LESSLER, JUSTIN",8959249,Merging machine learning and mechanistic models to improve prediction and inference in emerging epidemics,EPIDEMIOLOGY,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF PUBLIC HEALTH,"$300,000","$158,952","$458,952",4,CHAPEL HILL,NORTH CAROLINA,27599,,UNIVERSITY OF NORTH CAROLINA SCH OF MED,SCHOOLS OF PUBLIC HEALTH,12/20/23,PA-19-056
