ORGANIZATION NAME,ORGANIZATION ID (IPF),PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PI PERSON ID,PROJECT TITLE,DEPT NAME,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,OPPORTUNITY NUMBER
RESEARCH INST OF FOX CHASE CAN CTR,1190002,5R03CA286669-02,RPGs - Non SBIR/STTR,11000841,"ASTSATUROV, IGOR",10639342,Divergent Functions of ERK2 Substrate Binding Domains in Pathogenesis of KRAS-Driven Pancreatic Cancer,,NONE,UNAVAILABLE,"$50,000 ","$44,000 ","$94,000 ",2,PHILADELPHIA,PENNSYLVANIA,19111,,,Research Institutes,11/14/24,PAR-23-058
RESEARCH INST OF FOX CHASE CAN CTR,1190002,5R01CA269975-03,RPGs - Non SBIR/STTR,11035222,"BALACHANDRAN, SIDDHARTH",2090361,Small-molecule exploitation of ZBP1-driven nuclear necroptosis for cancer immunotherapy,,NONE,UNAVAILABLE,"$378,958 ","$304,130 ","$683,088 ",2,PHILADELPHIA,PENNSYLVANIA,19111,,,Research Institutes,1/6/25,PA-20-185
RESEARCH INST OF FOX CHASE CAN CTR,1190002,5R01GM141513-04,RPGs - Non SBIR/STTR,10983751,"RINK, LORI",10471778,Designing selective kinase inhibitors via deep learning,,NONE,UNAVAILABLE,"$316,800 ","$177,801 ","$494,601 ",2,PHILADELPHIA,PENNSYLVANIA,19111,,,Research Institutes,11/21/24,PA-20-185
RESEARCH INST OF FOX CHASE CAN CTR,1190002,5R01MD018511-03,RPGs - Non SBIR/STTR,10999463,"FANG, CAROLYN Y.",1866225,"Neighborhood, social connectedness, and allostatic load in US Chinese immigrants",,NONE,UNAVAILABLE,"$371,505 ","$239,497 ","$611,002 ",2,PHILADELPHIA,PENNSYLVANIA,19111,,,Research Institutes,12/13/24,PAR-21-350
RESEARCH INST OF FOX CHASE CAN CTR,1190002,5R01MD017675-03,RPGs - Non SBIR/STTR,10997346,"MILLER, SUZANNE M",1880999,Reducing Urban Cervical Cancer Disparities Using a Tailored mHealth Intervention to Enhance Colposcopy Attendance,,NONE,UNAVAILABLE,"$515,498 ","$108,584 ","$624,082 ",2,PHILADELPHIA,PENNSYLVANIA,19111,,,Research Institutes,12/17/24,PA-20-183
RESEARCH INST OF FOX CHASE CAN CTR,1190002,4R37AI110985-11,RPGs - Non SBIR/STTR,10977139,"WIEST, DAVID L.",1942493,Regulation of hematopoiesis by ribosomal protein paralogs,,NONE,UNAVAILABLE,"$367,377 ","$323,292 ","$690,669 ",2,PHILADELPHIA,PENNSYLVANIA,19111,,,Research Institutes,12/24/24,PA-19-056
RESEARCH TRIANGLE INSTITUTE,6939101,3P50DA054071-03S1,Research Centers,11170220,"JOHNSON, ERIC OTTO",1868101,Integrative Omics Center for Accelerating Neurobiological Understanding of Opioid Addiction (ICAN),,NONE,UNAVAILABLE,"$88,266 ","$69,331 ","$157,597 ",4,RESEARCH TRIANGLE PARK,NORTH CAROLINA,27709,,,Research Institutes,12/11/24,PA-23-189
RESEARCH TRIANGLE INSTITUTE,6939101,5R01MH135136-02,RPGs - Non SBIR/STTR,11010785,"MAITRA, RANGAN",8454437,In Vivo Probes of Mas1 Receptor,,NONE,UNAVAILABLE,"$228,901 ","$316,322 ","$545,223 ",4,RESEARCH TRIANGLE PARK,NORTH CAROLINA,27709,,,Research Institutes,12/19/24,PAR-21-029
RESEARCH TRIANGLE INSTITUTE,6939101,5U01HL145358-06,RPGs - Non SBIR/STTR,11004075,"MCNEIL, REBECCA BOEHM",9640808,Continuation of the NuMoM2b Heart Health Study,,NONE,UNAVAILABLE,"$1,935,509 ","$544,924 ","$2,480,433 ",4,RESEARCH TRIANGLE PARK,NORTH CAROLINA,27709,,,Research Institutes,12/11/24,PAR-17-338
RESEARCH TRIANGLE INSTITUTE,6939101,5U24HD107676-04,Other Research-Related,11019710,"GANTZ, MARIE G",10376108,"Nutrition for Precision Health, powered by the All of Us Research Program: Research Coordinating Center",,NONE,UNAVAILABLE,"$3,987,106 ","$886,925 ","$4,874,031 ",4,RESEARCH TRIANGLE PARK,NORTH CAROLINA,27709,,,Research Institutes,12/1/24,RFA-RM-21-006
RESUSCITATION INNOVATIONS LLC,10083609,6R43HL177950-02,RPGs - SBIR/STTR,11250321,"LURIE, KEITH",14714488,Head Up CPR and Aortic Occlusion to Improve Survival after Refractory Cardiac Arrest,,NONE,UNAVAILABLE,,,"$396,977 ",3,Minneapolis,MINNESOTA,,,,Domestic For-Profits,1/28/25,PA-24-253
"RHAEOS, INC.",10054048,2R44NS121555-04,RPGs - SBIR/STTR,11069848,"SOMERA, ANNA LISA",16040553,"Enhancing Healthcare Delivery and Patient Outcomes: Noninvasive Wireless Sensors to Improve Ventricular Shunt Monitoring, Reduce Imaging, and Alleviate the Burden on Providers, Patients, and Families",,NONE,UNAVAILABLE,,,"$966,022 ",9,EVANSTON,ILLINOIS,,,,Domestic For-Profits,12/6/24,PAR-21-265
RHODE ISLAND HOSPITAL,6959701,1R01HL173366-01A1,RPGs - Non SBIR/STTR,11047946,"RADICE, GLENN LAWRENCE",1896574,Mechanotransduction Mechanisms of Cardiac Growth and Regeneration,,NONE,UNAVAILABLE,"$404,870 ","$196,637 ","$601,507 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,12/13/24,PA-20-185
RHODE ISLAND HOSPITAL,6959701,1R01HL176640-01,RPGs - Non SBIR/STTR,11024403,"FENG, JUN",10779098,CaMKII and Endothelial SK Channel Function in Diabetic Coronary Microcirculation,,NONE,UNAVAILABLE,"$427,960 ","$263,654 ","$691,614 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,12/6/24,PA-20-185
RHODE ISLAND HOSPITAL,6959701,5R01CA270795-03,RPGs - Non SBIR/STTR,10993100,"TEREK, RICHARD M",6476030,ASPH Targeted Therapy for Chondrosarcoma,,NONE,UNAVAILABLE,"$360,336 ","$230,615 ","$590,951 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,11/1/24,PA-20-185
RHODE ISLAND HOSPITAL,6959701,5F32AI176721-02,Training - Individual,10975855,"COLT, SUSANNAH",14340361,Vitamin A Status and its Relationship to S. mansoni Infection Intensity and Environmental Enteric Dysfunction in Preschool-Aged Children Receiving Treatment for Schistosomiasis in Uganda,,NONE,UNAVAILABLE,"$81,256 ",,"$81,256 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,12/19/24,PA-21-048
RHODE ISLAND HOSPITAL,6959701,5R01MH125796-05,RPGs - Non SBIR/STTR,10986090,"RAMSEY, SUSAN E",1902071,mHealth Facilitated Intervention to Improve Medication Adherence among Persons Living with HIV,,NONE,UNAVAILABLE,"$395,183 ","$106,327 ","$501,510 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,12/10/24,PA-19-055
RHODE ISLAND HOSPITAL,6959701,4UH3DA056881-03,RPGs - Non SBIR/STTR,11084142,"GREEN, TRACI C",8449161,Navigating the Fentanyl Age with Community Drug Checking,,NONE,UNAVAILABLE,"$395,844 ","$213,966 ","$609,810 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,1/9/25,RFA-DA-22-022
RHODE ISLAND HOSPITAL,6959701,5R35GM124911-08,RPGs - Non SBIR/STTR,11012294,"LEFORT, CRAIG THOMAS",7576965,Selective Modulation of Neutrophils in Critical Illness,,NONE,UNAVAILABLE,"$238,500 ","$142,361 ","$380,861 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,1/14/25,PAR-19-367
RHODE ISLAND HOSPITAL,6959701,5R01AG080141-03,RPGs - Non SBIR/STTR,10986987,"CHEN, QIAN",1882224,Cell Senescence Regulating Osteoarthritis Progression: Sex-dependent Mechanisms,,NONE,UNAVAILABLE,"$340,991 ","$208,275 ","$549,266 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,12/19/24,PA-20-185
RHODE ISLAND HOSPITAL,6959701,1T32HL176428-01,Training - Institutional,11014752,"KOINIS MITCHELL, DAPHNE",7539341,Postdoctoral Research Training in Child Health Equity,,NONE,UNAVAILABLE,"$172,572 ","$12,606 ","$185,178 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,1/21/25,PA-23-048
RHODE ISLAND HOSPITAL,6959701,3R35GM118097-09S3,RPGs - Non SBIR/STTR,11009172,"AYALA, ALFRED",1860711,Mechanism of Immune Dysfunction and Morbid Outcomes in Response to Shock/Sepsis,,NONE,UNAVAILABLE,"$25,254 ","$11,786 ","$37,040 ",2,PROVIDENCE,RHODE ISLAND,2903,,,Independent Hospitals,1/15/25,PA-23-189
RICE UNIVERSITY,9291001,5R35GM130338-07,RPGs - Non SBIR/STTR,11005386,"BARTEL, BONNIE",1883009,"Peroxisome biogenesis, dynamics, and degradation",BIOSCIENCES,BIOCHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$243,000 ","$121,878 ","$364,878 ",9,HOUSTON,TEXAS,77005,,,SCHOOLS OF ARTS AND SCIENCES,12/12/24,PAR-22-180
RICE UNIVERSITY,9291001,1R01EY036094-01A1,RPGs - Non SBIR/STTR,11049749,"LUAN, LAN",14281497,Longitudinal neuronal and behavioral responses to microstimulation of LGN by ultraflexible electrodes,ELECTRICAL AND COMPUTER ENGR,ENGINEERING (ALL TYPES),BIOMED ENGR/COL ENGR/ENGR STA,"$438,124 ","$167,901 ","$606,025 ",9,HOUSTON,TEXAS,77005,,,BIOMED ENGR/COL ENGR/ENGR STA,1/22/25,PAR-22-242
RICE UNIVERSITY,9291001,1F30EY037188-01,Training - Individual,11071669,"LINK, SCHUYLER",77911958,Enhanced Transretinal Ultrasound Delivery (ETUDe),BIOENGINEERING,BIOMEDICAL ENGINEERING,BIOMED ENGR/COL ENGR/ENGR STA,"$53,974 ",,"$53,974 ",9,HOUSTON,TEXAS,77005,,,BIOMED ENGR/COL ENGR/ENGR STA,12/12/24,PA-23-260
RICE UNIVERSITY,9291001,5F31GM150269-02,Training - Individual,11018520,"THARP, NATHAN",78703297,Investigating PEX11 roles in shaping peroxisome architecture and dynamics,BIOSCIENCES,BIOCHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$48,974 ",,"$48,974 ",9,HOUSTON,TEXAS,77005,,,SCHOOLS OF ARTS AND SCIENCES,12/19/24,PA-21-052
RICE UNIVERSITY,9291001,5R35GM152038-02,RPGs - Non SBIR/STTR,11039985,"MARTI-ARBONA, ANGEL",11685921,Uncovering New Chemical and Physical Methods to Analyze Biological Fibrillar Nanostructures,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$225,000 ","$112,638 ","$337,638 ",9,HOUSTON,TEXAS,77005,,,SCHOOLS OF ARTS AND SCIENCES,1/24/25,PAR-22-180
RICE UNIVERSITY,9291001,3RF1AG075946-01A1S2,RPGs - Non SBIR/STTR,11160261,"FAGUNDES, CHRISTOPHER PAUL",10287422,Social and Biological Influences of Sleep in ADRD Spousal Caregivers,PSYCHOLOGY,PSYCHOLOGY,SCHOOLS OF ARTS AND SCIENCES,"$76,608 ","$32,190 ","$108,798 ",9,HOUSTON,TEXAS,77005,,,SCHOOLS OF ARTS AND SCIENCES,10/28/24,PA-23-189
RICE UNIVERSITY,9291001,5R35GM128895-09,RPGs - Non SBIR/STTR,11019821,"RENATA, HANS",12423079,Applications of Biocatalytic CH Functionalization in Complex Molecule Synthesis,CHEMISTRY,CHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$247,500 ","$128,455 ","$375,955 ",9,HOUSTON,TEXAS,77005,,,SCHOOLS OF ARTS AND SCIENCES,11/26/24,PAR-22-180
RICE UNIVERSITY,9291001,5R35GM129294-07,RPGs - Non SBIR/STTR,11019795,"KIRIENKO, NATASHA",10429043,Regulation of mitochondrial surveillance,BIOSCIENCES,BIOCHEMISTRY,SCHOOLS OF ARTS AND SCIENCES,"$270,000 ","$141,587 ","$411,587 ",9,HOUSTON,TEXAS,77005,,,SCHOOLS OF ARTS AND SCIENCES,11/26/24,PAR-22-180
RICE UNIVERSITY,9291001,5K00CA264734-06,Other Research-Related,10989935,"LIBRING, SARAH",15315991,Characterizing CAFs in Metastasis as a Function of Breast Cancer Cell Phenotype,BIOENGINEERING,BIOMEDICAL ENGINEERING,BIOMED ENGR/COL ENGR/ENGR STA,"$93,216 ","$7,440 ","$100,656 ",9,HOUSTON,TEXAS,77005,,,BIOMED ENGR/COL ENGR/ENGR STA,11/27/24,RFA-CA-20-048
RICE UNIVERSITY,9291001,1R21DC022412-01,RPGs - Non SBIR/STTR,11044909,"GOVINDARAJU, ARAVIND CHENRAYAN",15823739,How Peripheral Vestibular Signals Create Vestibular Compound Action Potentials,BIOENGINEERING,BIOMEDICAL ENGINEERING,BIOMED ENGR/COL ENGR/ENGR STA,"$125,000 ","$70,625 ","$195,625 ",9,HOUSTON,TEXAS,77005,,,BIOMED ENGR/COL ENGR/ENGR STA,12/13/24,PAR-21-107
"RISSANA, LLC",10054281,4R44DA055161-02,RPGs - SBIR/STTR,11224099,"GOODMAN, MICAH",15914708,A digital intervention to decrease self-stigma among pregnant and postpartum women with opioid use disorder,,NONE,UNAVAILABLE,,,"$917,927 ",1,Saint Louis,MISSOURI,,,,Domestic For-Profits,12/3/24,RFA-DA-21-015
ROCHESTER GENERAL HOSPITAL (NY),7030001,1R01AI187168-01,RPGs - Non SBIR/STTR,11020285,"PICHICHERO, MICHAEL E",1946165,Haemophilus influenzae lipoprotein fusion vaccine and lipoprotein vaccine platform development,,NONE,UNAVAILABLE,"$252,837 ","$151,702 ","$404,539 ",25,ROCHESTER,NEW YORK,14621,,,Independent Hospitals,11/18/24,PA-20-185
ROCHESTER INSTITUTE OF TECHNOLOGY,7035701,3R15GM149587-01S1,RPGs - Non SBIR/STTR,11006573,"CUI, FENG",11404131,Uncovering the role of a new DNA sequence pattern in nucleosome-protein interactions,SCHOOL OF LIFE SCIENCES,OTHER BASIC SCIENCES,SCHOOLS OF ARTS AND SCIENCES,"$31,507 ","$15,123 ","$46,630 ",25,ROCHESTER,NEW YORK,14623,,,SCHOOLS OF ARTS AND SCIENCES,12/10/24,PA-23-189
ROCKEFELLER UNIVERSITY,7056601,5R35GM151879-02,RPGs - Non SBIR/STTR,11004085,"CAMPBELL, ELIZABETH A",2445366,Structural and functional studies of the mycobacterial transcription cycle,MOLECULAR BIOPHYSICS LAB,PHYSIOLOGY,GRADUATE SCHOOLS,"$225,000 ","$156,375 ","$381,375 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,1/13/25,PAR-22-180
ROCKEFELLER UNIVERSITY,7056601,5R01AI161444-04,RPGs - Non SBIR/STTR,11009999,"RICE, CHARLES M",1891549,Tracking SARS-CoV-2 one molecule at a time: Spatiotemporal investigation of coronavirus replication dynamics and host response in single cells in vitro and in vivo,VIROLOGY AND INFECTIOUS DISEASES LAB,MICROBIOLOGY/IMMUN/VIROLOGY,GRADUATE SCHOOLS,"$406,959 ","$201,909 ","$608,868 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,1/6/25,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,5R01DK093674-13,RPGs - Non SBIR/STTR,11000800,"MUCIDA, DANIEL S",9829283,Intestinal CD4 T cell responses to dietary and microbial antigens,MUCOSAL IMMUNOLOGY LAB,MICROBIOLOGY/IMMUN/VIROLOGY,GRADUATE SCHOOLS,"$328,918 ","$209,167 ","$538,085 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,1/23/25,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,5R01GM152611-02,RPGs - Non SBIR/STTR,11000826,"SHYER, AMY ELIZABETH",12187677,Establishing the effect of morphogens at the supracellular scale during organ formation,NONE,NONE,UNIVERSITY-WIDE,"$180,000 ","$125,100 ","$305,100 ",12,NEW YORK,NEW YORK,10065,,,UNIVERSITY-WIDE,12/12/24,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,5R35NS105094-08,RPGs - Non SBIR/STTR,10990988,"SHAHAM, SHAI",1928351,Glial Control of Neuron Development and Function,DEVELOPMENTAL GENETICS LAB,GENETICS,GRADUATE SCHOOLS,"$675,000 ","$469,125 ","$1,144,125 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,11/27/24,RFA-NS-17-020
ROCKEFELLER UNIVERSITY,7056601,5R01AI175382-03,RPGs - Non SBIR/STTR,11010851,"RICE, CHARLES M",1891549,Employing viruses to unravel the functional significance of the m5C epitranscriptome,VIROLOGY AND INFECTIOUS DISEASES LAB,MICROBIOLOGY/IMMUN/VIROLOGY,GRADUATE SCHOOLS,"$371,301 ","$258,054 ","$629,355 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,1/13/25,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,5K99NS135647-02,Other Research-Related,11031940,"KOSSE, CHRISTIN",78974792,Encoding of Bodily State and Motor Action in a Minimal Circuit for Food Consumption,MOLECULAR GENETICS LAB,GENETICS,GRADUATE SCHOOLS,"$155,190 ","$12,415 ","$167,605 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,1/27/25,RFA-NS-19-043
ROCKEFELLER UNIVERSITY,7056601,1R21MH138848-01,RPGs - Non SBIR/STTR,11038979,"FREIWALD, WINRICH",10484431,Determining face representations within and transformations between temporal and prefrontal cortex,NEURAL SYSTEMS LAB,BIOLOGY,GRADUATE SCHOOLS,"$150,000 ","$104,250 ","$254,250 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,12/12/24,PA-21-219
ROCKEFELLER UNIVERSITY,7056601,5R01AI158676-04,RPGs - Non SBIR/STTR,11001549,"RICE, CHARLES M",1891549,A clear view of encephalitis: a single cell approach to determine the basis of flaviviral pathogenesis in the central nervous system,VIROLOGY AND INFECTIOUS DISEASES LAB,MICROBIOLOGY/IMMUN/VIROLOGY,GRADUATE SCHOOLS,"$458,179 ","$107,650 ","$565,829 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,12/11/24,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,5R01HL019278-49,RPGs - Non SBIR/STTR,11026404,"COLLER, BARRY",1876626,"Platelet Integrin AlphaIIbBeta3 Structure, Activation, and Ligand Binding: Fibrinogen, Fibrin, D-dimer, and von Willebrand Factor",BLOOD AND VASCULAR BIOLOGY LAB,BIOLOGY,GRADUATE SCHOOLS,"$487,285 ","$195,851 ","$683,136 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,1/20/25,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,5R01AI119006-09,RPGs - Non SBIR/STTR,11002285,"VICTORA, GABRIEL D",11253814,Clonal Dynamics of the antibody response,IMMUNOLOGY AND MICROBIOLOGY LAB,MICROBIOLOGY/IMMUN/VIROLOGY,GRADUATE SCHOOLS,"$359,534 ","$249,875 ","$609,409 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,12/6/24,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,5R01GM146880-03,RPGs - Non SBIR/STTR,11009018,"ALUSHIN, GREGORY M",9238655,Converting cytoskeletal forces into biochemical signals,STRUCTURAL BIOLOGY RESOURCE CENTER,MISCELLANEOUS,ORGANIZED RESEARCH UNITS,"$180,000 ","$125,100 ","$305,100 ",12,NEW YORK,NEW YORK,10065,,,ORGANIZED RESEARCH UNITS,1/6/25,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,4K00CA284284-03,Other Research-Related,11221428,"EBRAHIMI, BEHNAM",78862533,Identifying Mechanisms of Resistance to SLC6AB Inhibition in CRC Liver Metastasis,CANCER BIOLOGY LAB,BIOLOGY,GRADUATE SCHOOLS,"$93,447 ","$7,476 ","$100,923 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,12/20/24,RFA-CA-22-041
ROCKEFELLER UNIVERSITY,7056601,5R01GM144581-03,RPGs - Non SBIR/STTR,10986103,"WALZ, THOMAS",6711056,Elucidating the gating mechanisms of bacterial mechanosensitive channels,MOLECULAR GENETICS LAB,GENETICS,GRADUATE SCHOOLS,"$286,200 ","$139,234 ","$425,434 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,11/7/24,PA-20-185
ROCKEFELLER UNIVERSITY,7056601,5R35GM130234-07,RPGs - Non SBIR/STTR,11004258,"KAPOOR, TARUN M.",6960717,Chemical Biology of Cell Division,CHEMISTRY AND CELL BIOLOGY LAB,CHEMISTRY,GRADUATE SCHOOLS,"$404,462 ","$281,101 ","$685,563 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,1/17/25,PAR-22-180
ROCKEFELLER UNIVERSITY,7056601,1K99HG014014-01,Other Research-Related,11033783,"BIEGLER, MATTHEW THEODOR",12053869,Genomic Conflict Resolution: Establishment of a new model for unconstrained germline selection,NEUROGENETICS OF LANGUAGE LAB,GENETICS,GRADUATE SCHOOLS,"$147,099 ","$11,410 ","$158,509 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,1/27/25,PA-20-188
ROCKEFELLER UNIVERSITY,7056601,5R01NS116089-05,RPGs - Non SBIR/STTR,10990506,"HATTEN, MARY ELIZABETH",1880898,Role of ASTN2 in Cerebellar Circuit Function and ASD-related Behaviors,DEVELOPMENTAL NEUROBIOLOGY LAB,BIOLOGY,GRADUATE SCHOOLS,"$402,009 ","$159,507 ","$561,516 ",12,NEW YORK,NEW YORK,10065,,,GRADUATE SCHOOLS,12/3/24,PA-19-056
ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,1402201,2R01CA234266-08,RPGs - Non SBIR/STTR,11071468,"CHAI, WEIHANG",6822235,Molecular modulator of RAD51 in maintaining genome stability,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$269,798 ","$119,032 ","$388,830 ",10,NORTH CHICAGO,ILLINOIS,60064,Y,ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,SCHOOLS OF MEDICINE,12/20/24,PA-20-185
ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,1402201,5R01GM146376-04,RPGs - Non SBIR/STTR,10992639,"CHAI, WEIHANG",6822235,Molecular Basis of Coats Plus Disease,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$228,475 ","$132,287 ","$360,762 ",10,NORTH CHICAGO,ILLINOIS,60064,Y,ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,SCHOOLS OF MEDICINE,12/10/24,PA-20-185
ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,1402201,5R21AI176124-02,RPGs - Non SBIR/STTR,10993143,"RE, FABIO C",6190805,Improving vaccination against type-2 T-independent antigens,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,"$121,250 ","$70,204 ","$191,454 ",10,NORTH CHICAGO,ILLINOIS,60064,Y,ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,SCHOOLS OF MEDICINE,10/25/24,PA-20-195
"ROSKAMP INSTITUTE, INC.",10033497,1R03AG087463-01A1,RPGs - Non SBIR/STTR,11058003,"NKILIZA, AURORE",78525516,Targeting the astrocyte-cerebrovasculature system to correct brain bioenergetics defects associated with APOE4,,NONE,UNAVAILABLE,"$200,000 ","$141,000 ","$341,000 ",16,SARASOTA,FLORIDA,,,,Research Institutes,12/20/24,PAR-23-179
ROSWELL PARK CANCER INSTITUTE CORP,3934901,5R01CA266216-02,RPGs - Non SBIR/STTR,10991726,"GUROVA, KATERINA V",7888559,Induction of interferon response by chromatin damaging anti-cancer therapy,,NONE,UNAVAILABLE,"$205,875 ","$151,318 ","$357,193 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,11/25/24,PA-20-185
ROSWELL PARK CANCER INSTITUTE CORP,3934901,5R01CA258337-04,RPGs - Non SBIR/STTR,10994065,"BOUCHARD, ELIZABETH",10654598,Behavioral Parenting Skills as a Novel Target for Improving Pediatric Medication Adherence,,NONE,UNAVAILABLE,"$397,688 ","$174,566 ","$572,254 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,12/24/24,PA-18-722
ROSWELL PARK CANCER INSTITUTE CORP,3934901,5R01CA250412-05,RPGs - Non SBIR/STTR,11001960,"EVANS, SHARON S",1899932,Impact of Circulating Myeloid Cell Clusters on Anti-Tumor Immunity,,NONE,UNAVAILABLE,"$376,453 ","$250,998 ","$627,451 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,12/18/24,PA-19-056
ROSWELL PARK CANCER INSTITUTE CORP,3934901,5R01ES034250-04,RPGs - Non SBIR/STTR,11002273,"OHM, JOYCE ELLEN",9245386,STAG2 modulates environmental toxicant exposures and epigenomic heterogeneity,,NONE,UNAVAILABLE,"$344,215 ","$252,998 ","$597,213 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,12/11/24,PA-20-185
ROSWELL PARK CANCER INSTITUTE CORP,3934901,5R01HL150266-05,RPGs - Non SBIR/STTR,11001927,"POKHAREL, SARASWATI",14611827,Inhibition of Radiation-Induced Coronary Microvascular Disease,,NONE,UNAVAILABLE,"$261,307 ","$149,829 ","$411,136 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,12/10/24,PA-19-112
ROSWELL PARK CANCER INSTITUTE CORP,3934901,5R01CA243456-05,RPGs - Non SBIR/STTR,10983756,"SESHADRI, MUKUND",8807436,Radiogenomic Credentialing of Head and Neck Cancer Models,,NONE,UNAVAILABLE,"$307,550 ","$209,748 ","$517,298 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,11/25/24,PAR-17-245
ROSWELL PARK CANCER INSTITUTE CORP,3934901,5R37CA248018-05,RPGs - Non SBIR/STTR,10983306,"BIANCHI-SMIRAGLIA, ANNA",11757957,Leveraging the GTP Biosynthetic Pathway for Anti-Tumor Therapies,,NONE,UNAVAILABLE,"$213,332 ","$131,859 ","$345,191 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,11/25/24,PA-19-056
ROSWELL PARK CANCER INSTITUTE CORP,3934901,5R37CA275961-03,RPGs - Non SBIR/STTR,11009521,"ABEL, ETHAN VINCENT",12498487,Targeting HNF1A-mediated therapeutic resistance in pancreatic ductal adenocarcinoma,,NONE,UNAVAILABLE,"$269,159 ","$197,832 ","$466,991 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,11/27/24,PA-20-185
ROSWELL PARK CANCER INSTITUTE CORP,3934901,1R01CA285707-01A1,RPGs - Non SBIR/STTR,11058584,"DASGUPTA, SUBHAMOY",12313122,Determining the Impact of Metabolic Adaptations on the Immune-Tumor Microenvironment in Metastatic Breast Cancer,,NONE,UNAVAILABLE,"$414,870 ","$304,929 ","$719,799 ",26,BUFFALO,NEW YORK,14263,,,Independent Hospitals,12/16/24,PA-20-185
ROWAN UNIVERSITY,3873001,1R15AI188560-01,RPGs - Non SBIR/STTR,11043618,"CAPUTO, GREGORY ALEXANDER",10054642,"Development of novel, daptomycin-inspired antimicrobial peptides using non-canonical amino acids",NONE,NONE,SCHOOLS OF ARTS AND SCIENCES,"$313,989 ","$160,374 ","$474,363 ",1,GLASSBORO,NEW JERSEY,8028,,,SCHOOLS OF ARTS AND SCIENCES,12/20/24,PAR-21-155
